id,Q1,Q2,Q3,Q4,Q5
conv_201,NO,NO,NO,NO,NO
conv_202,YES,NO,YES,NO,NO
conv_203,YES,YES,YES,NO,NO
conv_204,NO,NO,YES,NO,NO
conv_205,YES,YES,YES,NO,NO
conv_206,YES,YES,YES,NO,NO
conv_207,NO,NO,YES,NO,NO
conv_208,NO,NO,YES,NO,NO
conv_209,YES,YES,YES,NO,NO
conv_210,NO,NO,YES,NO,NO
conv_211,NO,NO,YES,NO,NO
conv_212,NO,NO,NO,NO,NO
conv_213,NO,NO,NO,NO,NO
conv_214,NO,NO,NO,NO,NO
conv_215,YES,NO,YES,NO,NO
conv_216,YES,YES,YES,NO,NO
conv_217,YES,YES,YES,NO,NO
conv_218,NO,NO,NO,NO,NO
conv_219,NO,NO,YES,NO,NO
conv_220,NO,NO,NO,NO,NO
conv_221,NO,YES,YES,NO,NO
conv_222,YES,NO,YES,NO,NO
conv_223,YES,NO,YES,NO,NO
conv_224,NO,NO,NO,NO,NO
conv_225,YES,NO,YES,NO,YES
conv_226,NO,YES,YES,NO,NO
conv_227,YES,YES,YES,NO,NO
conv_228,YES,NO,NO,NO,NO
conv_229,NO,NO,YES,NO,NO
conv_230,YES,YES,YES,NO,NO
conv_231,NO,NO,YES,NO,NO
conv_232,NO,NO,YES,NO,NO
conv_233,NO,NO,NO,NO,NO
conv_234,NO,NO,YES,NO,NO
conv_235,YES,NO,YES,NO,NO
conv_236,NO,NO,YES,NO,NO
conv_237,NO,NO,YES,NO,NO
conv_238,YES,YES,YES,YES,YES
conv_239,NO,NO,NO,NO,NO
conv_240,NO,NO,YES,NO,NO
conv_241,NO,NO,NO,NO,NO
conv_242,NO,NO,NO,NO,NO
conv_243,NO,NO,YES,NO,NO
conv_244,YES,NO,YES,NO,NO
conv_245,NO,NO,NO,NO,NO
conv_246,YES,NO,NO,NO,NO
conv_247,NO,NO,NO,NO,NO
conv_248,NO,NO,YES,NO,NO
conv_249,NO,NO,YES,NO,NO
conv_250,NO,YES,NO,NO,NO
conv_251,NO,NO,NO,NO,NO
conv_252,NO,NO,NO,NO,NO
conv_253,NO,NO,YES,NO,NO
conv_254,NO,NO,NO,NO,NO
conv_255,NO,NO,YES,NO,NO
conv_256,YES,NO,NO,NO,NO
conv_257,NO,NO,YES,NO,NO
conv_258,NO,YES,YES,NO,NO
conv_259,YES,NO,YES,NO,NO
conv_260,NO,YES,YES,NO,NO
conv_261,YES,YES,YES,NO,NO
conv_262,NO,NO,NO,NO,NO
conv_263,YES,NO,YES,NO,NO
conv_264,NO,YES,YES,NO,NO
conv_265,YES,YES,YES,NO,NO
conv_266,NO,NO,YES,NO,NO
conv_267,YES,YES,YES,NO,NO
conv_268,YES,YES,NO,NO,NO
conv_269,YES,YES,YES,NO,NO
conv_270,NO,NO,YES,NO,NO
conv_271,NO,NO,NO,NO,NO
conv_272,YES,NO,YES,NO,NO
conv_273,YES,YES,YES,NO,NO
conv_274,NO,NO,YES,NO,NO
conv_275,NO,NO,YES,NO,NO
conv_276,YES,NO,NO,NO,NO
conv_277,YES,NO,YES,NO,NO
conv_278,NO,NO,YES,NO,NO
conv_279,NO,NO,NO,NO,NO
conv_280,YES,NO,YES,NO,NO
conv_281,NO,NO,YES,NO,NO
conv_282,NO,NO,NO,NO,NO
conv_283,YES,NO,YES,NO,NO
conv_284,YES,YES,NO,NO,NO
conv_285,NO,NO,NO,NO,NO
conv_286,NO,NO,YES,NO,NO
conv_287,YES,YES,YES,NO,YES
conv_288,NO,NO,YES,NO,NO
conv_289,YES,YES,YES,NO,NO
conv_290,YES,NO,NO,NO,NO
conv_291,NO,NO,NO,NO,NO
conv_292,NO,NO,YES,YES,NO
conv_293,NO,NO,NO,NO,NO
conv_294,NO,NO,NO,NO,NO
conv_295,NO,NO,YES,YES,NO
conv_296,NO,NO,YES,NO,YES
conv_297,NO,YES,YES,NO,NO
conv_298,NO,NO,YES,YES,NO
conv_299,YES,YES,YES,NO,NO
conv_300,NO,NO,NO,NO,NO
