id,Q1,Q2,Q3,Q4,Q5
conv_1,NO,NO,YES,NO,NO
conv_2,YES,NO,YES,NO,NO
conv_3,NO,YES,YES,NO,NO
conv_4,NO,NO,NO,NO,NO
conv_5,NO,NO,NO,NO,NO
conv_6,NO,NO,YES,NO,NO
conv_7,NO,NO,YES,NO,NO
conv_8,NO,NO,NO,NO,NO
conv_9,NO,NO,YES,NO,NO
conv_10,YES,NO,YES,NO,NO
conv_11,NO,NO,NO,NO,NO
conv_12,YES,YES,YES,YES,YES
conv_13,NO,YES,NO,NO,NO
conv_14,NO,NO,NO,NO,NO
conv_15,NO,NO,YES,NO,NO
conv_16,NO,NO,NO,NO,NO
conv_17,NO,YES,YES,NO,NO
conv_18,YES,YES,YES,NO,NO
conv_19,NO,NO,NO,NO,NO
conv_20,YES,YES,YES,NO,NO
conv_21,NO,NO,NO,NO,NO
conv_22,NO,NO,NO,NO,NO
conv_23,NO,NO,YES,NO,NO
conv_24,NO,NO,YES,NO,NO
conv_25,NO,NO,NO,NO,NO
conv_26,NO,NO,NO,NO,NO
conv_27,NO,NO,NO,NO,NO
conv_28,NO,NO,YES,NO,NO
conv_29,YES,YES,YES,NO,NO
conv_30,NO,NO,NO,NO,NO
conv_31,NO,NO,NO,NO,NO
conv_32,NO,YES,YES,NO,NO
conv_33,NO,NO,NO,NO,NO
conv_34,NO,NO,YES,NO,NO
conv_35,NO,NO,YES,NO,NO
conv_36,NO,NO,NO,NO,NO
conv_37,NO,NO,NO,NO,NO
conv_38,YES,NO,YES,NO,NO
conv_39,YES,NO,YES,NO,NO
conv_40,NO,NO,YES,NO,NO
conv_41,NO,NO,YES,NO,NO
conv_42,NO,YES,YES,NO,NO
conv_43,NO,NO,YES,NO,NO
conv_44,NO,NO,YES,NO,NO
conv_45,NO,NO,YES,NO,NO
conv_46,NO,NO,NO,NO,NO
conv_47,NO,NO,NO,NO,NO
conv_48,NO,YES,YES,NO,NO
conv_49,YES,YES,YES,NO,NO
conv_50,NO,YES,YES,NO,NO
conv_51,NO,NO,NO,NO,NO
conv_52,NO,YES,YES,NO,NO
conv_53,NO,NO,NO,NO,NO
conv_54,NO,NO,YES,NO,NO
conv_55,NO,NO,YES,NO,NO
conv_56,NO,NO,NO,NO,NO
conv_57,NO,YES,NO,NO,NO
conv_58,NO,NO,NO,NO,NO
conv_59,NO,NO,YES,NO,NO
conv_60,YES,NO,NO,NO,NO
conv_61,YES,YES,YES,NO,NO
conv_62,NO,NO,YES,NO,NO
conv_63,NO,NO,NO,NO,NO
conv_64,YES,YES,YES,NO,NO
conv_65,YES,YES,YES,NO,NO
conv_66,NO,YES,YES,NO,YES
conv_67,YES,YES,YES,NO,NO
conv_68,YES,YES,YES,NO,NO
conv_69,NO,NO,NO,NO,NO
conv_70,YES,YES,YES,NO,NO
conv_71,NO,YES,NO,NO,NO
conv_72,NO,NO,YES,NO,NO
conv_73,NO,NO,YES,NO,NO
conv_74,NO,NO,YES,NO,NO
conv_75,NO,NO,YES,NO,NO
conv_76,YES,YES,YES,NO,NO
conv_77,NO,NO,YES,NO,NO
conv_78,YES,NO,YES,NO,NO
conv_79,NO,NO,YES,NO,NO
conv_80,YES,YES,YES,NO,NO
conv_81,YES,NO,YES,NO,NO
conv_82,NO,NO,YES,NO,NO
conv_83,NO,NO,YES,NO,YES
conv_84,NO,NO,YES,NO,NO
conv_85,NO,NO,YES,NO,NO
conv_86,NO,NO,NO,NO,NO
conv_87,NO,NO,YES,NO,NO
conv_88,YES,YES,YES,YES,YES
conv_89,NO,NO,YES,NO,NO
conv_90,NO,NO,YES,NO,NO
conv_91,NO,NO,NO,NO,NO
conv_92,NO,NO,YES,NO,NO
conv_93,NO,NO,NO,NO,NO
conv_94,NO,NO,YES,NO,NO
conv_95,NO,NO,YES,NO,NO
conv_96,NO,NO,NO,NO,NO
conv_97,YES,NO,NO,NO,NO
conv_98,NO,NO,YES,NO,NO
conv_99,NO,NO,NO,NO,NO
conv_100,NO,NO,NO,NO,NO
