id,Q1,Q2,Q3,Q4,Q5
conv_701,NO,NO,YES,NO,NO
conv_702,YES,YES,YES,NO,NO
conv_703,NO,NO,YES,NO,NO
conv_704,NO,NO,NO,NO,NO
conv_705,NO,NO,YES,NO,NO
conv_706,YES,YES,YES,NO,NO
conv_707,NO,NO,YES,NO,NO
conv_708,NO,NO,YES,NO,NO
conv_709,YES,YES,YES,NO,NO
conv_710,NO,NO,YES,NO,NO
conv_711,NO,NO,YES,NO,NO
conv_712,NO,NO,YES,NO,NO
conv_713,NO,NO,YES,NO,NO
conv_714,YES,YES,YES,NO,NO
conv_715,NO,NO,YES,NO,NO
conv_716,YES,YES,YES,NO,NO
conv_717,NO,NO,YES,NO,NO
conv_718,NO,NO,NO,NO,NO
conv_719,NO,NO,YES,NO,NO
conv_720,NO,NO,NO,NO,NO
conv_721,NO,NO,NO,NO,NO
conv_722,YES,NO,YES,NO,NO
conv_723,NO,NO,YES,YES,YES
conv_724,NO,NO,YES,NO,NO
conv_725,NO,NO,NO,NO,NO
conv_726,NO,NO,NO,NO,NO
conv_727,NO,NO,NO,NO,NO
conv_728,YES,YES,YES,NO,NO
conv_729,NO,NO,YES,NO,NO
conv_730,NO,NO,NO,NO,NO
conv_731,NO,NO,YES,NO,NO
conv_732,NO,NO,NO,NO,NO
conv_733,NO,NO,YES,NO,NO
conv_734,YES,YES,YES,NO,NO
conv_735,NO,NO,NO,NO,NO
conv_736,NO,NO,NO,NO,NO
conv_737,NO,YES,NO,NO,NO
conv_738,NO,NO,NO,NO,NO
conv_739,NO,NO,NO,NO,NO
conv_740,YES,YES,YES,NO,NO
conv_741,NO,NO,YES,NO,NO
conv_742,NO,YES,YES,NO,NO
conv_743,NO,YES,YES,NO,NO
conv_744,NO,YES,YES,NO,NO
conv_745,NO,NO,NO,NO,NO
conv_746,NO,YES,YES,NO,NO
conv_747,NO,NO,NO,NO,NO
conv_748,NO,YES,YES,NO,NO
conv_749,NO,NO,NO,NO,NO
conv_750,NO,YES,YES,NO,NO
conv_751,NO,NO,YES,NO,NO
conv_752,NO,NO,YES,NO,NO
conv_753,YES,NO,NO,NO,NO
conv_754,NO,YES,YES,NO,NO
conv_755,YES,NO,NO,NO,NO
conv_756,NO,NO,YES,NO,NO
conv_757,NO,NO,NO,NO,NO
conv_758,NO,NO,NO,NO,NO
conv_759,NO,NO,YES,NO,NO
conv_760,YES,YES,YES,NO,NO
conv_761,NO,NO,NO,NO,NO
conv_762,NO,NO,YES,NO,NO
conv_763,NO,YES,NO,NO,NO
conv_764,NO,NO,NO,NO,NO
conv_765,NO,NO,YES,NO,NO
conv_766,YES,NO,YES,NO,NO
conv_767,NO,NO,YES,NO,NO
conv_768,NO,YES,YES,NO,NO
conv_769,NO,NO,YES,NO,NO
conv_770,NO,YES,YES,NO,NO
conv_771,NO,NO,YES,NO,YES
conv_772,NO,NO,NO,NO,NO
conv_773,NO,NO,NO,NO,NO
conv_774,NO,YES,YES,NO,NO
conv_775,NO,NO,YES,NO,NO
conv_776,YES,YES,YES,NO,NO
conv_777,YES,YES,YES,NO,NO
conv_778,NO,NO,YES,NO,NO
conv_779,NO,NO,YES,NO,NO
conv_780,NO,NO,NO,NO,NO
conv_781,NO,NO,YES,NO,NO
conv_782,NO,YES,YES,NO,NO
conv_783,NO,NO,YES,NO,NO
conv_784,YES,YES,YES,NO,NO
conv_785,NO,NO,NO,NO,NO
conv_786,NO,NO,NO,NO,NO
conv_787,NO,NO,NO,NO,NO
conv_788,YES,YES,YES,NO,NO
conv_789,NO,YES,YES,NO,NO
conv_790,NO,NO,NO,NO,NO
conv_791,NO,NO,YES,NO,NO
conv_792,YES,NO,YES,NO,NO
conv_793,NO,YES,YES,NO,NO
conv_794,NO,YES,YES,NO,NO
conv_795,YES,NO,YES,NO,NO
conv_796,NO,NO,NO,NO,NO
conv_797,NO,NO,NO,NO,NO
conv_798,NO,NO,NO,NO,NO
conv_799,YES,YES,YES,NO,NO
conv_800,NO,NO,NO,NO,NO
