id,Q1,Q2,Q3,Q4,Q5
conv_201,NO,NO,NO,NO,NO
conv_202,NO,NO,NO,NO,NO
conv_203,NO,YES,NO,NO,NO
conv_204,NO,NO,NO,NO,NO
conv_205,YES,NO,NO,NO,NO
conv_206,NO,NO,NO,NO,NO
conv_207,NO,NO,NO,NO,NO
conv_208,NO,NO,NO,NO,NO
conv_209,NO,NO,NO,NO,NO
conv_210,NO,NO,NO,NO,NO
conv_211,NO,NO,NO,NO,NO
conv_212,NO,NO,NO,NO,NO
conv_213,NO,NO,NO,NO,NO
conv_214,NO,NO,NO,NO,NO
conv_215,NO,NO,NO,NO,NO
conv_216,NO,NO,NO,NO,NO
conv_217,NO,NO,NO,NO,NO
conv_218,NO,NO,NO,NO,NO
conv_219,NO,NO,NO,NO,NO
conv_220,NO,NO,NO,NO,NO
conv_221,NO,NO,NO,NO,NO
conv_222,NO,NO,NO,NO,NO
conv_223,NO,NO,NO,NO,NO
conv_224,NO,NO,NO,NO,NO
conv_225,NO,NO,YES,NO,NO
conv_226,NO,NO,NO,NO,NO
conv_227,NO,NO,NO,NO,NO
conv_228,NO,NO,NO,NO,NO
conv_229,NO,NO,NO,NO,NO
conv_230,NO,NO,NO,NO,NO
conv_231,NO,NO,NO,NO,NO
conv_232,NO,NO,YES,NO,NO
conv_233,NO,NO,NO,NO,NO
conv_234,NO,NO,NO,NO,NO
conv_235,NO,NO,NO,NO,NO
conv_236,NO,NO,YES,NO,NO
conv_237,NO,NO,NO,NO,NO
conv_238,NO,NO,NO,NO,NO
conv_239,NO,NO,NO,NO,NO
conv_240,NO,NO,NO,NO,NO
conv_241,NO,NO,NO,NO,NO
conv_242,NO,NO,NO,NO,NO
conv_243,NO,NO,NO,NO,NO
conv_244,NO,NO,NO,NO,NO
conv_245,NO,NO,NO,NO,NO
conv_246,NO,NO,NO,NO,NO
conv_247,NO,NO,NO,NO,NO
conv_248,NO,NO,NO,NO,NO
conv_249,NO,NO,YES,NO,NO
conv_250,NO,NO,NO,NO,NO
conv_251,NO,NO,NO,NO,NO
conv_252,NO,NO,NO,NO,NO
conv_253,NO,NO,NO,NO,NO
conv_254,NO,NO,NO,NO,NO
conv_255,NO,NO,NO,NO,NO
conv_256,NO,NO,NO,NO,NO
conv_257,NO,NO,NO,NO,NO
conv_258,NO,NO,NO,NO,NO
conv_259,NO,NO,NO,NO,NO
conv_260,NO,NO,NO,NO,NO
conv_261,NO,NO,YES,NO,NO
conv_262,NO,NO,NO,NO,NO
conv_263,NO,NO,NO,NO,NO
conv_264,NO,NO,NO,NO,NO
conv_265,NO,NO,NO,NO,NO
conv_266,NO,NO,NO,NO,NO
conv_267,YES,NO,NO,NO,NO
conv_268,NO,NO,NO,NO,NO
conv_269,NO,NO,NO,NO,NO
conv_270,NO,NO,NO,NO,NO
conv_271,NO,NO,NO,NO,NO
conv_272,NO,NO,NO,NO,NO
conv_273,YES,YES,NO,NO,NO
conv_274,NO,NO,NO,NO,NO
conv_275,NO,NO,NO,NO,NO
conv_276,NO,NO,NO,NO,NO
conv_277,NO,NO,NO,NO,NO
conv_278,NO,NO,NO,NO,NO
conv_279,NO,NO,NO,NO,NO
conv_280,NO,NO,NO,NO,NO
conv_281,NO,NO,NO,NO,NO
conv_282,NO,NO,NO,NO,NO
conv_283,NO,NO,NO,NO,NO
conv_284,YES,YES,NO,NO,NO
conv_285,NO,NO,NO,NO,NO
conv_286,NO,NO,YES,NO,NO
conv_287,NO,NO,NO,NO,NO
conv_288,NO,NO,NO,NO,NO
conv_289,NO,NO,NO,NO,NO
conv_290,NO,NO,NO,NO,NO
conv_291,NO,NO,NO,NO,NO
conv_292,NO,NO,NO,NO,NO
conv_293,NO,NO,NO,NO,NO
conv_294,NO,NO,NO,NO,NO
conv_295,NO,NO,NO,NO,NO
conv_296,NO,NO,NO,NO,YES
conv_297,NO,NO,NO,NO,NO
conv_298,NO,NO,NO,YES,NO
conv_299,NO,YES,NO,NO,NO
conv_300,NO,NO,NO,NO,NO
