id,Q1,Q2,Q3,Q4,Q5
conv_601,NO,NO,NO,NO,NO
conv_602,NO,NO,NO,NO,NO
conv_603,NO,"YES - HAMMOND: You made that move, huh? (implying interest or inquiry about CATES' actions)",NO,"YES - CATES: While you're at it, You can give me the switchblade, too. (requesting a physical item)",NO
conv_604,NO,NO,NO,NO,NO
conv_605,NO,NO,NO,NO,NO
conv_606,NO,NO,NO,NO,NO
conv_607,NO,"YES - ""Maybe I don't like the way you ask."" - HAMMOND (implying a question was asked, but not directly related to age)",NO,NO,NO
conv_608,NO,NO,NO,NO,NO
conv_609,NO,"YES - [{'speaker': 'CATES', 'text': 'How much?'}, {'speaker': 'HAMMOND', 'text': 'Half a million.'}]",NO,NO,NO
conv_610,NO,YES - CATES: You catch on real fast... (implying Hammond's age is relevant),NO,NO,NO
conv_611,NO,"YES - HAMMOND: 'We split 50-50?' (implying a shared interest or resource, but no specific request for age)",NO,NO,NO
conv_612,NO,NO,NO,NO,NO
conv_613,NO,NO,NO,NO,NO
conv_614,NO,"YES - HAMMOND said 'You're a real case, you know that, Jack?' implying a question about CATES' state or behavior rather than directly asking for age",NO,NO,NO
conv_615,NO,NO,NO,NO,NO
conv_616,NO,NO,NO,NO,NO
conv_617,NO,NO,NO,NO,NO
conv_618,NO,"YES - HAMMOND's first turn: 'What?' (implying a question about something, but not explicitly asking for age)",NO,NO,NO
conv_619,NO,"YES - CATES: ""Didn't know you darker people went in for foreign jobs."" (implying a question about Hammond's background)",NO,NO,NO
conv_620,NO,NO,NO,NO,NO
conv_621,NO,NO,NO,NO,NO
conv_622,NO,NO,NO,NO,NO
conv_623,NO,NO,NO,NO,NO
conv_624,NO,NO,NO,NO,NO
conv_625,NO,NO,NO,NO,NO
conv_626,NO,NO,NO,NO,NO
conv_627,NO,"YES - HAMMOND: That was in style a couple years back, man.
CATES: Right. if you ever switch from armed robbery to pimping, then you're all set.",NO,NO,NO
conv_628,NO,NO,NO,NO,NO
conv_629,NO,NO,NO,NO,NO
conv_630,NO,"YES - ""Where's luther?"" - This is an indirect way of asking about someone, but it doesn't explicitly ask for age.",NO,NO,NO
conv_631,NO,YES - CATES: What about Luther?,NO,NO,NO
conv_632,NO,NO,YES - CATES: Maybe we should pay Luther a visit.,NO,NO
conv_633,NO,NO,NO,NO,NO
conv_634,NO,NO,NO,NO,NO
conv_635,NO,NO,NO,NO,NO
conv_636,NO,NO,NO,NO,NO
conv_637,NO,NO,"YES - ""I can just take her right across the street to Luther's hotel.""","YES - ""All I need is some money for the room.""",NO
conv_638,NO,YES - CATES: Why?,NO,NO,NO
conv_639,NO,NO,NO,NO,NO
conv_640,NO,NO,NO,YES - 'I'll buy you one.  It'll be my good-bye present.',NO
conv_641,NO,NO,NO,NO,NO
conv_642,NO,NO,NO,NO,NO
conv_643,NO,NO,NO,NO,NO
conv_644,NO,YES - HAMMOND: Do I get to kiss her too?,NO,NO,NO
conv_645,NO,NO,NO,NO,NO
conv_646,NO,NO,NO,NO,NO
conv_647,NO,YES - CATES: You okay?,NO,NO,NO
conv_648,NO,NO,NO,NO,NO
conv_649,NO,NO,NO,NO,NO
conv_650,NO,NO,NO,YES - CATES said 'It's your money.  It'll be here in six months when you get out.' which implies giving money,NO
conv_651,NO,NO,NO,NO,NO
conv_652,NO,NO,NO,NO,NO
conv_653,NO,NO,NO,NO,NO
conv_654,NO,NO,NO,NO,NO
conv_655,NO,NO,NO,NO,NO
conv_656,NO,"YES - HADEN: Which one pulled the trigger? (implying asking about a specific event, not age)",NO,NO,NO
conv_657,NO,NO,NO,NO,NO
conv_658,NO,NO,NO,NO,NO
